Draft Year,Draft Round,Draft Overall Pick,Player Name,Drafted Team,NHL Seasons,NHL GP,NHL G,NHL A,NHL TP,League,Position,Position Check,Season,Season.1,Season End,Draft Eligible Year,Years Since Draft Eligible,GP,G,A,Points,PPG,Shot,Current Age,Ht,Wt
2013,1,1,Nathan MacKinnon,Colorado Avalanche,12,869,367,647,1014,QMJHL,F,F,2012-2013,2012-2013,2013,2013,0,44.0,32.0,43.0,75.0,1.7,R,29.60164271047228,72.0,201.0
2013,1,2,Aleksander Barkov,Florida Panthers,12,801,285,493,778,LIIGA,F,F,2012-2013,2012-2013,2013,2013,0,53.0,21.0,27.0,48.0,0.91,L,29.598904859685145,75.2,214.0
2013,1,3,Jonathan Drouin,Tampa Bay Lightning,11,607,107,267,374,QMJHL,F,F,2012-2013,2012-2013,2013,2013,0,49.0,41.0,64.0,105.0,2.14,L,30.031485284052017,72.0,203.0
2013,1,4,Seth Jones,Nashville Predators,12,854,99,339,438,WHL,D,D,2012-2013,2012-2013,2013,2013,0,61.0,14.0,42.0,56.0,0.92,R,30.51334702258727,76.0,214.0
2013,1,5,Elias Lindholm,Carolina Hurricanes,12,895,233,366,599,SHL,F,F,2012-2013,2012-2013,2013,2013,0,48.0,11.0,19.0,30.0,0.63,R,30.349075975359344,72.8,203.0
2013,1,6,Sean Monahan,Calgary Flames,12,812,261,326,587,OHL,F,F,2012-2013,2012-2013,2013,2013,0,58.0,31.0,47.0,78.0,1.34,L,30.48870636550308,72.8,201.0
2013,1,7,Darnell Nurse,Edmonton Oilers,11,711,81,216,297,OHL,D,D,2012-2013,2012-2013,2013,2013,0,68.0,12.0,29.0,41.0,0.6,L,30.17385352498289,76.0,216.0
2013,1,8,Rasmus Ristolainen,Buffalo Sabres,12,776,56,248,304,LIIGA,D,D,2012-2013,2012-2013,2013,2013,0,52.0,3.0,12.0,15.0,0.29,R,30.4476386036961,75.6,220.0
2013,1,8,Rasmus Ristolainen,Buffalo Sabres,12,776,56,248,304,U20 SM-SARJA,D,D,2012-2013,2012-2013,2013,2013,0,0.0,0.0,0.0,0.0,0.0,R,30.4476386036961,75.6,220.0
2013,1,9,Bo Horvat,Vancouver Canucks,11,807,267,290,557,OHL,F,F,2012-2013,2012-2013,2013,2013,0,67.0,33.0,28.0,61.0,0.91,L,30.00958247775496,72.0,216.0
2013,1,10,Valeri Nichushkin,Dallas Stars,10,552,135,170,305,KHL,F,F,2012-2013,2012-2013,2013,2013,0,18.0,4.0,2.0,6.0,0.33,L,30.09719370294319,76.4,209.0
2013,1,10,Valeri Nichushkin,Dallas Stars,10,552,135,170,305,MHL,F,F,2012-2013,2012-2013,2013,2013,0,9.0,4.0,4.0,8.0,0.89,L,30.09719370294319,76.4,209.0
2013,1,10,Valeri Nichushkin,Dallas Stars,10,552,135,170,305,VHL,F,F,2012-2013,2012-2013,2013,2013,0,15.0,8.0,2.0,10.0,0.67,L,30.09719370294319,76.4,209.0
2013,1,11,Samuel Morin,Philadelphia Flyers,6,29,1,0,1,QMJHL,D,D,2012-2013,2012-2013,2013,2013,0,46.0,4.0,12.0,16.0,0.35,L,29.741273100616016,77.6,203.0
2013,1,12,Max Domi,Phoenix Coyotes,10,729,138,310,448,OHL,F,F,2012-2013,2012-2013,2013,2013,0,64.0,39.0,48.0,87.0,1.36,L,30.102669404517453,70.1,209.0
2013,1,13,Josh Morrissey,Winnipeg Jets,10,658,78,289,367,WHL,D,D,2012-2013,2012-2013,2013,2013,0,70.0,15.0,32.0,47.0,0.67,L,30.031485284052017,72.0,194.0
2013,1,14,Alexander Wennberg,Columbus Blue Jackets,11,783,101,268,369,HOCKEYALLSVENSKAN,F,F,2012-2013,2012-2013,2013,2013,0,46.0,14.0,18.0,32.0,0.7,L,30.54346338124572,73.2,190.0
2013,1,14,Alexander Wennberg,Columbus Blue Jackets,11,783,101,268,369,J20 NATIONELL,F,F,2012-2013,2012-2013,2013,2013,0,2.0,1.0,1.0,2.0,1.0,L,30.54346338124572,73.2,190.0
2013,1,15,Ryan Pulock,New York Islanders,10,555,53,160,213,WHL,D,D,2012-2013,2012-2013,2013,2013,0,61.0,14.0,31.0,45.0,0.74,R,30.50513347022587,74.0,216.0
2013,1,16,Nikita Zadorov,Buffalo Sabres,12,718,51,113,164,OHL,D,D,2012-2013,2012-2013,2013,2013,0,63.0,6.0,19.0,25.0,0.4,L,29.97946611909651,77.6,249.0
2013,1,17,Curtis Lazar,Ottawa Senators,11,570,47,78,125,WHL,F,F,2012-2013,2012-2013,2013,2013,0,72.0,38.0,23.0,61.0,0.85,R,30.17932922655715,72.0,203.0
2013,1,18,Mirco Müller,San Jose Sharks,6,185,5,23,28,WHL,D,D,2012-2013,2012-2013,2013,2013,0,63.0,6.0,25.0,31.0,0.49,L,30.050650239561943,76.0,207.0
2013,1,19,Kerby Rychel,Columbus Blue Jackets,4,43,3,11,14,OHL,F,F,2012-2013,2012-2013,2013,2013,0,68.0,40.0,47.0,87.0,1.28,L,30.50239561943874,73.2,212.0
2013,1,20,Anthony Mantha,Detroit Red Wings,10,507,146,157,303,QMJHL,F,F,2012-2013,2012-2013,2013,2013,0,67.0,50.0,39.0,89.0,1.33,L,30.55989048596852,76.8,234.0
2013,1,21,Frédérik Gauthier,Toronto Maple Leafs,7,178,13,18,31,QMJHL,F,F,2012-2013,2012-2013,2013,2013,0,62.0,22.0,38.0,60.0,0.97,L,29.95208761122519,76.8,238.0
2013,1,22,Émile Poirier,Calgary Flames,2,8,0,1,1,QMJHL,F,F,2012-2013,2012-2013,2013,2013,0,65.0,32.0,38.0,70.0,1.08,L,30.31622176591376,74.0,196.0
2013,1,23,André Burakovsky,Washington Capitals,11,691,153,232,385,HOCKEYALLSVENSKAN,F,F,2012-2013,2012-2013,2013,2013,0,43.0,4.0,7.0,11.0,0.26,L,30.16016427104723,73.6,209.0
2013,1,23,André Burakovsky,Washington Capitals,11,691,153,232,385,J20 NATIONELL,F,F,2012-2013,2012-2013,2013,2013,0,13.0,3.0,4.0,7.0,0.54,L,30.16016427104723,73.6,209.0
2013,1,23,André Burakovsky,Washington Capitals,11,691,153,232,385,J18 NATIONELL,F,F,2012-2013,2012-2013,2013,2013,0,2.0,4.0,2.0,6.0,3.0,L,30.16016427104723,73.6,209.0
2013,1,23,André Burakovsky,Washington Capitals,11,691,153,232,385,J18 REGION,F,F,2012-2013,2012-2013,2013,2013,0,1.0,2.0,2.0,4.0,4.0,L,30.16016427104723,73.6,209.0
2013,1,24,Hunter Shinkaruk,Vancouver Canucks,2,15,2,2,4,WHL,F,F,2012-2013,2012-2013,2013,2013,0,64.0,37.0,49.0,86.0,1.34,L,30.48596851471595,70.1,181.0
2013,1,25,Michael McCarron,Montréal Canadiens,8,296,27,34,61,USHL,F,F,2012-2013,2012-2013,2013,2013,0,19.0,5.0,5.0,10.0,0.53,R,30.088980150581797,77.6,231.0
2013,1,25,Michael McCarron,Montréal Canadiens,8,296,27,34,61,NTDP,F,F,2012-2013,2012-2013,2013,2013,0,59.0,16.0,21.0,37.0,0.63,R,30.088980150581797,77.6,231.0
2013,1,26,Shea Theodore,Anaheim Ducks,10,558,78,282,360,WHL,D,D,2012-2013,2012-2013,2013,2013,0,71.0,19.0,31.0,50.0,0.7,L,29.68104038329911,74.0,196.0
2013,1,27,Marko Dano,Columbus Blue Jackets,6,141,19,26,45,KHL,F,F,2012-2013,2012-2013,2013,2013,0,37.0,3.0,4.0,7.0,0.19,L,30.354551676933607,71.7,212.0
2013,1,28,Morgan Klimchuk,Calgary Flames,1,1,0,0,0,WHL,F,F,2012-2013,2012-2013,2013,2013,0,72.0,36.0,40.0,76.0,1.06,L,30.102669404517453,72.0,185.0
2013,1,29,Jason Dickinson,Dallas Stars,10,502,68,87,155,OHL,F,F,2012-2013,2012-2013,2013,2013,0,66.0,18.0,29.0,47.0,0.71,L,29.763175906913077,74.0,201.0
2013,1,30,Ryan Hartman,Chicago Blackhawks,11,645,139,164,303,OHL,F,F,2012-2013,2012-2013,2013,2013,0,56.0,23.0,37.0,60.0,1.07,R,30.548939082819988,72.0,196.0
2013,2,31,Ian McCoshen,Florida Panthers,3,60,4,3,7,USHL,D,D,2012-2013,2012-2013,2013,2013,0,53.0,11.0,33.0,44.0,0.83,L,29.675564681724847,75.2,218.0
2013,2,32,Chris Bigras,Colorado Avalanche,2,46,1,3,4,OHL,D,D,2012-2013,2012-2013,2013,2013,0,68.0,8.0,30.0,38.0,0.56,L,30.12457221081451,72.8,192.0
2013,2,33,Adam Erne,Tampa Bay Lightning,8,379,41,50,91,QMJHL,F,F,2012-2013,2012-2013,2013,2013,0,68.0,28.0,44.0,72.0,1.06,L,29.968514715947983,72.8,212.0
2013,2,34,Jacob de la Rose,Montréal Canadiens,7,242,13,25,38,HOCKEYALLSVENSKAN,F,F,2012-2013,2012-2013,2013,2013,0,38.0,6.0,6.0,12.0,0.32,L,29.88637919233402,74.4,209.0
2013,2,34,Jacob de la Rose,Montréal Canadiens,7,242,13,25,38,J20 NATIONELL,F,F,2012-2013,2012-2013,2013,2013,0,4.0,1.0,4.0,5.0,1.25,L,29.88637919233402,74.4,209.0
2013,2,35,J.T. Compher,Buffalo Sabres,9,569,116,156,272,USHL,F,F,2012-2013,2012-2013,2013,2013,0,21.0,7.0,17.0,24.0,1.14,R,30.001368925393567,72.0,190.0
2013,2,35,J.T. Compher,Buffalo Sabres,9,569,116,156,272,NTDP,F,F,2012-2013,2012-2013,2013,2013,0,52.0,18.0,32.0,50.0,0.96,R,30.001368925393567,72.0,190.0
2013,2,37,Valentin Zykov,Los Angeles Kings,4,55,7,10,17,QMJHL,F,F,2012-2013,2012-2013,2013,2013,0,67.0,40.0,35.0,75.0,1.12,R,29.90006844626968,72.4,231.0
2013,2,38,Connor Hurley,Buffalo Sabres,0,0,0,0,0,USHL,F,F,2012-2013,2012-2013,2013,2013,0,11.0,1.0,7.0,8.0,0.73,L,29.56331279945243,74.0,179.0
2013,2,38,Connor Hurley,Buffalo Sabres,0,0,0,0,0,NTDP,F,F,2012-2013,2012-2013,2013,2013,0,10.0,1.0,1.0,2.0,0.2,L,29.56331279945243,74.0,179.0
2013,2,38,Connor Hurley,Buffalo Sabres,0,0,0,0,0,USHS-MN,F,F,2012-2013,2012-2013,2013,2013,0,25.0,15.0,28.0,43.0,1.72,L,29.56331279945243,74.0,179.0
2013,2,39,Laurent Dauphin,Phoenix Coyotes,6,94,8,9,17,QMJHL,F,F,2012-2013,2012-2013,2013,2013,0,62.0,25.0,32.0,57.0,0.92,L,30.034223134839152,72.0,185.0
2013,2,40,Remi Elie,Dallas Stars,4,107,7,15,22,OHL,F,F,2012-2013,2012-2013,2013,2013,0,65.0,7.0,10.0,17.0,0.26,L,29.97946611909651,72.8,216.0
2013,2,41,Robert Hägg,Philadelphia Flyers,9,345,16,47,63,SHL,D,D,2012-2013,2012-2013,2013,2013,0,27.0,0.0,1.0,1.0,0.04,L,30.16290212183436,74.0,209.0
2013,2,41,Robert Hägg,Philadelphia Flyers,9,345,16,47,63,J20 NATIONELL,D,D,2012-2013,2012-2013,2013,2013,0,28.0,11.0,13.0,24.0,0.86,L,30.16290212183436,74.0,209.0
2013,2,41,Robert Hägg,Philadelphia Flyers,9,345,16,47,63,J18 NATIONELL,D,D,2012-2013,2012-2013,2013,2013,0,0.0,0.0,0.0,0.0,0.0,L,30.16290212183436,74.0,209.0
2013,2,42,Steven Santini,New Jersey Devils,9,124,5,18,23,USHL,D,D,2012-2013,2012-2013,2013,2013,0,25.0,0.0,5.0,5.0,0.2,R,30.088980150581797,75.2,214.0
2013,2,42,Steven Santini,New Jersey Devils,9,124,5,18,23,NTDP,D,D,2012-2013,2012-2013,2013,2013,0,66.0,0.0,15.0,15.0,0.23,R,30.088980150581797,75.2,214.0
2013,2,43,Nicolas Petan,Winnipeg Jets,9,170,7,28,35,WHL,F,F,2012-2013,2012-2013,2013,2013,0,71.0,46.0,74.0,120.0,1.69,L,30.04791238877481,68.9,174.0
2013,2,45,Nick Sörensen,Anaheim Ducks,1,5,0,1,1,QMJHL,F,F,2012-2013,2012-2013,2013,2013,0,46.0,20.0,27.0,47.0,1.02,R,30.458590006844627,73.2,183.0
2013,2,46,Gustav Olofsson,Minnesota Wild,6,63,0,11,11,USHL,D,D,2012-2013,2012-2013,2013,2013,0,63.0,2.0,21.0,23.0,0.37,L,30.35181382614648,75.2,201.0
2013,2,47,Thomas Vannelli,St. Louis Blues,0,0,0,0,0,USHL,D,D,2012-2013,2012-2013,2013,2013,0,11.0,1.0,1.0,2.0,0.18,R,30.19849418206708,74.0,165.0
2013,2,47,Thomas Vannelli,St. Louis Blues,0,0,0,0,0,NTDP,D,D,2012-2013,2012-2013,2013,2013,0,20.0,3.0,2.0,5.0,0.25,R,30.19849418206708,74.0,165.0
2013,2,47,Thomas Vannelli,St. Louis Blues,0,0,0,0,0,USHS-MN,D,D,2012-2013,2012-2013,2013,2013,0,27.0,10.0,25.0,35.0,1.3,R,30.19849418206708,74.0,165.0
2013,2,48,Zach Nastasiuk,Detroit Red Wings,0,0,0,0,0,OHL,F,F,2012-2013,2012-2013,2013,2013,0,62.0,20.0,20.0,40.0,0.65,R,30.026009582477755,72.8,201.0
2013,2,49,Gabryel Paquin-Boudreau,San Jose Sharks,0,0,0,0,0,QMJHL,F,F,2012-2013,2012-2013,2013,2013,0,67.0,22.0,41.0,63.0,0.94,L,30.127310061601644,72.0,185.0
2013,2,50,Dillon Heatherington,Columbus Blue Jackets,4,23,0,2,2,WHL,D,D,2012-2013,2012-2013,2013,2013,0,71.0,4.0,23.0,27.0,0.38,L,29.916495550992472,76.0,216.0
2013,2,51,Carl Dahlström,Chicago Blackhawks,4,67,0,12,12,J20 NATIONELL,D,D,2012-2013,2012-2013,2013,2013,0,37.0,5.0,8.0,13.0,0.35,L,30.19301848049281,76.0,212.0
2013,2,51,Carl Dahlström,Chicago Blackhawks,4,67,0,12,12,J18 NATIONELL,D,D,2012-2013,2012-2013,2013,2013,0,1.0,0.0,2.0,2.0,2.0,L,30.19301848049281,76.0,212.0
2013,2,51,Carl Dahlström,Chicago Blackhawks,4,67,0,12,12,J18 REGION,D,D,2012-2013,2012-2013,2013,2013,0,2.0,2.0,0.0,2.0,1.0,L,30.19301848049281,76.0,212.0
2013,2,52,Justin Bailey,Buffalo Sabres,8,141,10,13,23,OHL,F,F,2012-2013,2012-2013,2013,2013,0,57.0,17.0,19.0,36.0,0.63,R,29.77138945927447,76.0,214.0
2013,2,53,Madison Bowey,Washington Capitals,5,158,5,35,40,WHL,D,D,2012-2013,2012-2013,2013,2013,0,69.0,12.0,18.0,30.0,0.43,R,29.96303901437372,74.0,203.0
2013,2,55,Artturi Lehkonen,Montréal Canadiens,9,587,144,143,287,LIIGA,F,F,2012-2013,2012-2013,2013,2013,0,45.0,14.0,16.0,30.0,0.67,L,29.763175906913077,71.3,179.0
2013,2,56,Marc-Olivier Roy,Edmonton Oilers,0,0,0,0,0,QMJHL,F,F,2012-2013,2012-2013,2013,2013,0,65.0,29.0,38.0,67.0,1.03,L,30.42299794661191,72.8,187.0
2013,2,57,William Carrier,St. Louis Blues,9,452,62,54,116,QMJHL,F,F,2012-2013,2012-2013,2013,2013,0,34.0,16.0,26.0,42.0,1.24,L,30.299794661190965,74.0,220.0
2013,2,58,Tyler Bertuzzi,Detroit Red Wings,9,483,134,169,303,OHL,F,F,2012-2013,2012-2013,2013,2013,0,43.0,13.0,9.0,22.0,0.51,L,30.119096509240247,74.0,201.0
2013,2,60,Linus Arnesson,Boston Bruins,0,0,0,0,0,HOCKEYALLSVENSKAN,D,D,2012-2013,2012-2013,2013,2013,0,31.0,0.0,1.0,1.0,0.03,L,30.546201232032853,73.6,198.0
2013,2,60,Linus Arnesson,Boston Bruins,0,0,0,0,0,J20 NATIONELL,D,D,2012-2013,2012-2013,2013,2013,0,13.0,1.0,3.0,4.0,0.31,L,30.546201232032853,73.6,198.0
2013,3,62,Yan-Pavel Laplante,Phoenix Coyotes,0,0,0,0,0,QMJHL,F,F,2012-2013,2012-2013,2013,2013,0,18.0,5.0,8.0,13.0,0.72,L,29.960301163586585,72.0,183.0
2013,3,64,Jonathan-Ismael Diaby,Nashville Predators,0,0,0,0,0,QMJHL,D,D,2012-2013,2012-2013,2013,2013,0,67.0,4.0,22.0,26.0,0.39,L,30.392881587953458,76.8,218.0
2013,3,65,Adam Tambellini,New York Rangers,0,0,0,0,0,BCHL,F,F,2012-2013,2012-2013,2013,2013,0,52.0,36.0,29.0,65.0,1.25,L,30.43394934976044,76.0,194.0
2013,3,66,Brett Pesce,Carolina Hurricanes,10,695,42,171,213,NCAA,D,D,2012-2013,2012-2013,2013,2013,0,38.0,1.0,5.0,6.0,0.16,R,30.39561943874059,75.2,205.0
2013,3,67,Keegan Kanzig,Calgary Flames,0,0,0,0,0,WHL,D,D,2012-2013,2012-2013,2013,2013,0,70.0,0.0,7.0,7.0,0.1,L,30.11362080766598,78.7,247.0
2013,3,68,Niklas Hansson,Dallas Stars,0,0,0,0,0,SHL,D,D,2012-2013,2012-2013,2013,2013,0,9.0,0.0,0.0,0.0,0.0,R,30.24777549623545,72.0,181.0
2013,3,68,Niklas Hansson,Dallas Stars,0,0,0,0,0,J20 NATIONELL,D,D,2012-2013,2012-2013,2013,2013,0,39.0,3.0,20.0,23.0,0.59,R,30.24777549623545,72.0,181.0
2013,3,68,Niklas Hansson,Dallas Stars,0,0,0,0,0,J18 NATIONELL,D,D,2012-2013,2012-2013,2013,2013,0,4.0,2.0,1.0,3.0,0.75,R,30.24777549623545,72.0,181.0
2013,3,68,Niklas Hansson,Dallas Stars,0,0,0,0,0,J18 REGION,D,D,2012-2013,2012-2013,2013,2013,0,3.0,1.0,2.0,3.0,1.0,R,30.24777549623545,72.0,181.0
2013,3,69,Nicholas Baptiste,Buffalo Sabres,2,47,7,3,10,OHL,F,F,2012-2013,2012-2013,2013,2013,0,66.0,21.0,27.0,48.0,0.73,R,29.678302532511974,72.8,209.0
2013,3,73,Ryan Kujawinski,New Jersey Devils,0,0,0,0,0,OHL,F,F,2012-2013,2012-2013,2013,2013,0,66.0,17.0,31.0,48.0,0.73,L,30.026009582477755,74.0,205.0
2013,3,74,John Hayden,Chicago Blackhawks,9,266,18,21,39,USHL,F,F,2012-2013,2012-2013,2013,2013,0,24.0,11.0,9.0,20.0,0.83,R,30.14647501711157,75.2,223.0
2013,3,74,John Hayden,Chicago Blackhawks,9,266,18,21,39,NTDP,F,F,2012-2013,2012-2013,2013,2013,0,53.0,17.0,17.0,34.0,0.64,R,30.14647501711157,75.2,223.0
2013,3,75,Pavel Buchnevich,New York Rangers,9,589,179,272,451,KHL,F,F,2012-2013,2012-2013,2013,2013,0,12.0,1.0,1.0,2.0,0.17,L,29.976728268309376,73.2,196.0
2013,3,75,Pavel Buchnevich,New York Rangers,9,589,179,272,451,MHL,F,F,2012-2013,2012-2013,2013,2013,0,24.0,8.0,15.0,23.0,0.96,L,29.976728268309376,73.2,196.0
2013,3,76,Taylor Cammarata,New York Islanders,0,0,0,0,0,USHL,F,F,2012-2013,2012-2013,2013,2013,0,59.0,38.0,55.0,93.0,1.58,L,29.905544147843944,66.9,161.0
2013,3,77,Jake Guentzel,Pittsburgh Penguins,9,595,265,300,565,USHL,F,F,2012-2013,2012-2013,2013,2013,0,60.0,29.0,44.0,73.0,1.22,L,30.50513347022587,70.9,179.0
2013,3,80,Anthony Duclair,New York Rangers,11,607,153,161,314,QMJHL,F,F,2012-2013,2012-2013,2013,2013,0,55.0,20.0,30.0,50.0,0.91,L,29.61806981519507,70.9,196.0
2013,3,82,Carter Verhaeghe,Toronto Maple Leafs,6,406,144,152,296,OHL,F,F,2012-2013,2012-2013,2013,2013,0,67.0,18.0,26.0,44.0,0.66,L,29.650924024640656,74.0,181.0
2013,3,83,Bogdan Yakimov,Edmonton Oilers,1,1,0,0,0,MHL,F,F,2012-2013,2012-2013,2013,2013,0,11.0,6.0,7.0,13.0,1.18,L,30.510609171800137,77.2,229.0
2013,3,83,Bogdan Yakimov,Edmonton Oilers,1,1,0,0,0,VHL,F,F,2012-2013,2012-2013,2013,2013,0,37.0,8.0,14.0,22.0,0.59,L,30.510609171800137,77.2,229.0
2013,3,84,Jimmy Lodge,Winnipeg Jets,0,0,0,0,0,OHL,F,F,2012-2013,2012-2013,2013,2013,0,64.0,28.0,39.0,67.0,1.05,R,30.094455852156056,72.8,174.0
2013,3,85,Cole Cassels,Vancouver Canucks,0,0,0,0,0,OHL,F,F,2012-2013,2012-2013,2013,2013,0,64.0,15.0,28.0,43.0,0.67,R,29.93018480492813,72.0,194.0
2013,3,87,Keaton Thompson,Anaheim Ducks,0,0,0,0,0,USHL,D,D,2012-2013,2012-2013,2013,2013,0,26.0,3.0,5.0,8.0,0.31,L,29.56605065023956,72.0,196.0
2013,3,87,Keaton Thompson,Anaheim Ducks,0,0,0,0,0,NTDP,D,D,2012-2013,2012-2013,2013,2013,0,67.0,4.0,18.0,22.0,0.33,L,29.56605065023956,72.0,196.0
2013,3,89,Oliver Bjorkstrand,Columbus Blue Jackets,10,621,171,211,382,WHL,F,F,2012-2013,2012-2013,2013,2013,0,65.0,31.0,32.0,63.0,0.97,R,29.9958932238193,72.0,176.0
2013,3,90,Peter Cehlárik,Boston Bruins,4,40,5,6,11,SHL,F,F,2012-2013,2012-2013,2013,2013,0,8.0,3.0,3.0,6.0,0.75,L,29.683778234086244,74.0,201.0
2013,3,90,Peter Cehlárik,Boston Bruins,4,40,5,6,11,J20 NATIONELL,F,F,2012-2013,2012-2013,2013,2013,0,38.0,17.0,20.0,37.0,0.97,L,29.683778234086244,74.0,201.0
2013,3,90,Peter Cehlárik,Boston Bruins,4,40,5,6,11,J18 NATIONELL,F,F,2012-2013,2012-2013,2013,2013,0,6.0,3.0,5.0,8.0,1.33,L,29.683778234086244,74.0,201.0
2013,3,90,Peter Cehlárik,Boston Bruins,4,40,5,6,11,J18 REGION,F,F,2012-2013,2012-2013,2013,2013,0,4.0,5.0,4.0,9.0,2.25,L,29.683778234086244,74.0,201.0
2013,4,93,Mason Geertsen,Colorado Avalanche,1,25,0,0,0,WHL,D,F,2012-2013,2012-2013,2013,2013,0,73.0,2.0,12.0,14.0,0.19,L,29.971252566735117,76.0,231.0
2013,4,94,Jackson Houck,Edmonton Oilers,0,0,0,0,0,WHL,F,F,2012-2013,2012-2013,2013,2013,0,69.0,23.0,34.0,57.0,0.83,R,30.17932922655715,72.0,192.0
2013,4,96,Kyle Platzer,Edmonton Oilers,0,0,0,0,0,OHL,F,F,2012-2013,2012-2013,2013,2013,0,65.0,5.0,17.0,22.0,0.34,R,30.09719370294319,71.3,176.0
2013,4,97,Michael Downing,Florida Panthers,0,0,0,0,0,USHL,D,D,2012-2013,2012-2013,2013,2013,0,52.0,3.0,20.0,23.0,0.44,L,29.88911704312115,75.2,205.0
2013,4,98,Matt Buckles,Florida Panthers,0,0,0,0,0,OJHL,F,F,2012-2013,2012-2013,2013,2013,0,50.0,40.0,31.0,71.0,1.42,R,29.927446954141,75.2,218.0
2013,4,100,Miles Wood,New Jersey Devils,10,510,91,90,181,USHS-PREP,F,F,2012-2013,2012-2013,2013,2013,0,15.0,8.0,10.0,18.0,1.2,L,29.56878850102669,74.0,194.0
2013,4,101,Nick Paul,Dallas Stars,10,480,97,101,198,OHL,F,F,2012-2013,2012-2013,2013,2013,0,66.0,12.0,16.0,28.0,0.42,L,30.05338809034908,76.0,229.0
2013,4,102,Tobias Lindberg,Ottawa Senators,1,6,0,2,2,HOCKEYALLSVENSKAN,F,F,2012-2013,2012-2013,2013,2013,0,5.0,0.0,1.0,1.0,0.2,L,29.71389459274469,74.4,203.0
2013,4,102,Tobias Lindberg,Ottawa Senators,1,6,0,2,2,J20 NATIONELL,F,F,2012-2013,2012-2013,2013,2013,0,43.0,9.0,13.0,22.0,0.51,L,29.71389459274469,74.4,203.0
2013,4,102,Tobias Lindberg,Ottawa Senators,1,6,0,2,2,J18 NATIONELL,F,F,2012-2013,2012-2013,2013,2013,0,7.0,3.0,3.0,6.0,0.86,L,29.71389459274469,74.4,203.0
2013,4,102,Tobias Lindberg,Ottawa Senators,1,6,0,2,2,J18 REGION,F,F,2012-2013,2012-2013,2013,2013,0,7.0,6.0,9.0,15.0,2.14,L,29.71389459274469,74.4,203.0
2013,4,105,Nick Moutrey,Columbus Blue Jackets,0,0,0,0,0,OHL,F,F,2012-2013,2012-2013,2013,2013,0,65.0,16.0,27.0,43.0,0.66,L,29.790554414784395,75.2,207.0
2013,4,107,Dylan Labbé,Minnesota Wild,0,0,0,0,0,QMJHL,D,D,2012-2013,2012-2013,2013,2013,0,61.0,7.0,21.0,28.0,0.46,L,30.245037645448324,74.0,205.0
2013,4,108,Ben Harpur,Ottawa Senators,7,198,2,19,21,OHL,D,D,2012-2013,2012-2013,2013,2013,0,67.0,3.0,12.0,15.0,0.22,L,30.236824093086927,78.0,231.0
2013,4,109,David Pope,Detroit Red Wings,0,0,0,0,0,BCHL,F,F,2012-2013,2012-2013,2013,2013,0,42.0,17.0,22.0,39.0,0.93,L,30.529774127310063,74.0,187.0
2013,4,110,Ryan Graves,New York Rangers,7,429,32,86,118,QMJHL,D,D,2012-2013,2012-2013,2013,2013,0,68.0,3.0,13.0,16.0,0.24,L,29.883641341546884,76.8,220.0
2013,4,111,Robin Norell,Chicago Blackhawks,0,0,0,0,0,J20 NATIONELL,D,D,2012-2013,2012-2013,2013,2013,0,33.0,1.0,4.0,5.0,0.15,L,30.13552361396304,70.9,192.0
2013,4,111,Robin Norell,Chicago Blackhawks,0,0,0,0,0,J18 NATIONELL,D,D,2012-2013,2012-2013,2013,2013,0,11.0,1.0,3.0,4.0,0.36,L,30.13552361396304,70.9,192.0
2013,4,111,Robin Norell,Chicago Blackhawks,0,0,0,0,0,J18 REGION,D,D,2012-2013,2012-2013,2013,2013,0,19.0,9.0,4.0,13.0,0.68,L,30.13552361396304,70.9,192.0
2013,4,114,Jan Kostalek,Winnipeg Jets,0,0,0,0,0,QMJHL,D,D,2012-2013,2012-2013,2013,2013,0,48.0,5.0,13.0,18.0,0.38,R,30.138261464750173,72.8,201.0
2013,4,115,Jordan Subban,Vancouver Canucks,0,0,0,0,0,OHL,D,D,2012-2013,2012-2013,2013,2013,0,68.0,15.0,36.0,51.0,0.75,R,30.09993155373032,68.9,174.0
2013,4,116,Martin Réway,Montréal Canadiens,0,0,0,0,0,QMJHL,F,F,2012-2013,2012-2013,2013,2013,0,47.0,22.0,28.0,50.0,1.06,L,30.203969883641346,69.3,181.0
2013,4,118,Hudson Fasching,Los Angeles Kings,8,169,15,23,38,USHL,F,F,2012-2013,2012-2013,2013,2013,0,25.0,4.0,7.0,11.0,0.44,R,29.697467488021903,75.2,205.0
2013,4,118,Hudson Fasching,Los Angeles Kings,8,169,15,23,38,NTDP,F,F,2012-2013,2012-2013,2013,2013,0,62.0,10.0,23.0,33.0,0.53,R,29.697467488021903,75.2,205.0
2013,4,119,Ryan Segalla,Pittsburgh Penguins,0,0,0,0,0,USHS-PREP,D,D,2012-2013,2012-2013,2013,2013,0,29.0,10.0,8.0,18.0,0.62,L,30.275154004106778,72.8,194.0
2013,4,120,Ryan Fitzgerald,Boston Bruins,0,0,0,0,0,NTDP,F,F,2012-2013,2012-2013,2013,2013,0,8.0,1.0,0.0,1.0,0.13,L,30.469541409993155,68.9,172.0
2013,4,121,Tyler Motte,Chicago Blackhawks,9,448,52,46,98,USHL,F,F,2012-2013,2012-2013,2013,2013,0,26.0,11.0,6.0,17.0,0.65,L,30.0807665982204,70.1,192.0
