Draft Year,Draft Round,Draft Overall Pick,Player Name,Drafted Team,NHL Seasons,NHL GP,NHL G,NHL A,NHL TP,League,Position,Position Check,Season,Season.1,Season End,Draft Eligible Year,Years Since Draft Eligible,GP,G,A,Points,PPG,Shot,Current Age,Ht,Wt
2016,3,90,Fredrik Karlström,Dallas Stars,2,8,0,1,1,HOCKEYALLSVENSKAN,F,F,2015-2016,2015-2016,2016,2016,0,2.0,0.0,0.0,0.0,0.0,L,27.236139630390145,74.4,196.0
2016,3,90,Fredrik Karlström,Dallas Stars,2,8,0,1,1,J20 NATIONELL,F,F,2015-2016,2015-2016,2016,2016,0,44.0,13.0,20.0,33.0,0.75,L,27.236139630390145,74.4,196.0
2016,3,90,Fredrik Karlström,Dallas Stars,2,8,0,1,1,J18 NATIONELL,F,F,2015-2016,2015-2016,2016,2016,0,1.0,4.0,0.0,4.0,4.0,L,27.236139630390145,74.4,196.0
2016,3,90,Fredrik Karlström,Dallas Stars,2,8,0,1,1,J18 REGION,F,F,2015-2016,2015-2016,2016,2016,0,8.0,7.0,12.0,19.0,2.38,L,27.236139630390145,74.4,196.0
2016,4,93,Jack Kopacka,Anaheim Ducks,0,0,0,0,0,OHL,F,F,2015-2016,2015-2016,2016,2016,0,67.0,20.0,23.0,43.0,0.64,L,27.093771389459278,74.0,198.0
2016,4,94,Jonathan Ang,Florida Panthers,0,0,0,0,0,OHL,F,F,2015-2016,2015-2016,2016,2016,0,68.0,21.0,28.0,49.0,0.72,R,27.184120465434635,71.3,165.0
2016,4,96,Linus Lindström,Calgary Flames,0,0,0,0,0,SHL,F,F,2015-2016,2015-2016,2016,2016,0,4.0,1.0,0.0,1.0,0.25,L,27.247091033538677,71.7,165.0
2016,4,96,Linus Lindström,Calgary Flames,0,0,0,0,0,J20 NATIONELL,F,F,2015-2016,2015-2016,2016,2016,0,40.0,14.0,30.0,44.0,1.1,L,27.247091033538677,71.7,165.0
2016,4,96,Linus Lindström,Calgary Flames,0,0,0,0,0,J18 NATIONELL,F,F,2015-2016,2015-2016,2016,2016,0,0.0,0.0,0.0,0.0,0.0,L,27.247091033538677,71.7,165.0
2016,4,96,Linus Lindström,Calgary Flames,0,0,0,0,0,J18 REGION,F,F,2015-2016,2015-2016,2016,2016,0,2.0,1.0,4.0,5.0,2.5,L,27.247091033538677,71.7,165.0
2016,4,97,Jacob Cederholm,Winnipeg Jets,0,0,0,0,0,SHL,D,D,2015-2016,2015-2016,2016,2016,0,9.0,0.0,0.0,0.0,0.0,R,27.18685831622177,76.0,187.0
2016,4,97,Jacob Cederholm,Winnipeg Jets,0,0,0,0,0,J20 NATIONELL,D,D,2015-2016,2015-2016,2016,2016,0,35.0,1.0,4.0,5.0,0.14,R,27.18685831622177,76.0,187.0
2016,4,97,Jacob Cederholm,Winnipeg Jets,0,0,0,0,0,J18 NATIONELL,D,D,2015-2016,2015-2016,2016,2016,0,5.0,1.0,1.0,2.0,0.4,R,27.18685831622177,76.0,187.0
2016,4,97,Jacob Cederholm,Winnipeg Jets,0,0,0,0,0,J18 REGION,D,D,2015-2016,2015-2016,2016,2016,0,2.0,0.0,5.0,5.0,2.5,R,27.18685831622177,76.0,187.0
2016,4,98,Tarmo Reunanen,New York Rangers,1,4,0,1,1,U20 SM-SARJA,D,D,2015-2016,2015-2016,2016,2016,0,11.0,2.0,4.0,6.0,0.55,L,27.1047227926078,71.7,196.0
2016,4,98,Tarmo Reunanen,New York Rangers,1,4,0,1,1,U18 SM-SARJA,D,D,2015-2016,2015-2016,2016,2016,0,0.0,0.0,0.0,0.0,0.0,L,27.1047227926078,71.7,196.0
2016,4,100,Victor Mete,Montréal Canadiens,7,248,5,40,45,OHL,D,D,2015-2016,2015-2016,2016,2016,0,68.0,8.0,30.0,38.0,0.56,L,26.836413415468854,68.9,183.0
2016,4,101,Keaton Middleton,Toronto Maple Leafs,2,40,0,2,2,OHL,D,D,2015-2016,2015-2016,2016,2016,0,66.0,1.0,6.0,7.0,0.11,L,27.156741957563312,77.6,240.0
2016,4,102,Mikhail Maltsev,New Jersey Devils,3,56,6,3,9,MHL,F,F,2015-2016,2015-2016,2016,2016,0,29.0,11.0,12.0,23.0,0.79,L,27.07460643394935,75.2,201.0
2016,4,104,Max Zimmer,Carolina Hurricanes,0,0,0,0,0,USHL,F,F,2015-2016,2015-2016,2016,2016,0,55.0,16.0,21.0,37.0,0.67,L,27.44147843942505,72.0,203.0
2016,4,107,Alfons Malmström,Detroit Red Wings,0,0,0,0,0,J20 NATIONELL,D,D,2015-2016,2015-2016,2016,2016,0,41.0,2.0,6.0,8.0,0.2,L,26.822724161533195,74.4,190.0
2016,4,107,Alfons Malmström,Detroit Red Wings,0,0,0,0,0,J18 NATIONELL,D,D,2015-2016,2015-2016,2016,2016,0,6.0,3.0,1.0,4.0,0.67,L,26.822724161533195,74.4,190.0
2016,4,108,Hardy Häman Aktell,Nashville Predators,1,6,0,1,1,J20 NATIONELL,D,D,2015-2016,2015-2016,2016,2016,0,2.0,1.0,0.0,1.0,0.5,L,26.76249144421629,75.6,198.0
2016,4,108,Hardy Häman Aktell,Nashville Predators,1,6,0,1,1,J18 NATIONELL,D,D,2015-2016,2015-2016,2016,2016,0,16.0,2.0,14.0,16.0,1.0,L,26.76249144421629,75.6,198.0
2016,4,108,Hardy Häman Aktell,Nashville Predators,1,6,0,1,1,J18 REGION,D,D,2015-2016,2015-2016,2016,2016,0,10.0,4.0,9.0,13.0,1.3,L,26.76249144421629,75.6,198.0
2016,4,109,Connor Bunnaman,Philadelphia Flyers,3,54,1,2,3,OHL,F,F,2015-2016,2015-2016,2016,2016,0,68.0,16.0,22.0,38.0,0.56,L,26.978781656399725,72.8,207.0
2016,4,111,Noah Gregor,San Jose Sharks,6,287,36,33,69,WHL,F,F,2015-2016,2015-2016,2016,2016,0,72.0,28.0,45.0,73.0,1.01,L,26.69678302532512,72.4,190.0
2016,4,112,Jacob Moverare,Los Angeles Kings,4,89,2,8,10,SHL,D,D,2015-2016,2015-2016,2016,2016,0,4.0,0.0,0.0,0.0,0.0,L,26.60369609856263,75.2,209.0
2016,4,112,Jacob Moverare,Los Angeles Kings,4,89,2,8,10,J20 NATIONELL,D,D,2015-2016,2015-2016,2016,2016,0,41.0,5.0,16.0,21.0,0.51,L,26.60369609856263,75.2,209.0
2016,4,112,Jacob Moverare,Los Angeles Kings,4,89,2,8,10,J18 NATIONELL,D,D,2015-2016,2015-2016,2016,2016,0,4.0,1.0,1.0,2.0,0.5,L,26.60369609856263,75.2,209.0
2016,4,112,Jacob Moverare,Los Angeles Kings,4,89,2,8,10,J18 REGION,D,D,2015-2016,2015-2016,2016,2016,0,1.0,0.0,0.0,0.0,0.0,L,26.60369609856263,75.2,209.0
2016,4,114,Riley Stillman,Florida Panthers,6,161,4,22,26,OHL,D,D,2015-2016,2015-2016,2016,2016,0,62.0,6.0,15.0,21.0,0.34,L,27.082819986310746,72.8,196.0
2016,4,119,Tanner Kaspick,St. Louis Blues,0,0,0,0,0,WHL,F,F,2015-2016,2015-2016,2016,2016,0,53.0,13.0,18.0,31.0,0.58,L,27.19233401779603,72.8,207.0
2016,4,120,Otto Koivula,New York Islanders,3,28,0,4,4,LIIGA,F,F,2015-2016,2015-2016,2016,2016,0,1.0,0.0,0.0,0.0,0.0,L,26.60095824777549,76.8,225.0
2016,4,120,Otto Koivula,New York Islanders,3,28,0,4,4,U20 SM-SARJA,F,F,2015-2016,2015-2016,2016,2016,0,49.0,26.0,32.0,58.0,1.18,L,26.60095824777549,76.8,225.0
2016,5,124,Casey Staum,Montréal Canadiens,0,0,0,0,0,USHS-MN,D,D,2015-2016,2015-2016,2016,2016,0,12.0,3.0,4.0,7.0,0.58,L,27.247091033538677,72.0,181.0
2016,5,126,Mitchell Mattson,Calgary Flames,0,0,0,0,0,USHL,F,F,2015-2016,2015-2016,2016,2016,0,21.0,2.0,0.0,2.0,0.1,L,27.263518138261464,76.0,192.0
2016,5,126,Mitchell Mattson,Calgary Flames,0,0,0,0,0,USHS-MN,F,F,2015-2016,2015-2016,2016,2016,0,25.0,17.0,29.0,46.0,1.84,L,27.263518138261464,76.0,192.0
2016,5,127,Jordan Stallard,Winnipeg Jets,0,0,0,0,0,WHL,F,F,2015-2016,2015-2016,2016,2016,0,68.0,21.0,28.0,49.0,0.72,L,27.55373032169747,73.6,187.0
2016,5,130,Vojtech Budik,Buffalo Sabres,0,0,0,0,0,WHL,D,D,2015-2016,2015-2016,2016,2016,0,70.0,3.0,13.0,16.0,0.23,L,27.189596167008897,72.8,203.0
2016,5,133,Maxime Lajoie,Ottawa Senators,6,77,7,9,16,WHL,D,D,2015-2016,2015-2016,2016,2016,0,62.0,8.0,29.0,37.0,0.6,L,27.42231348391513,72.8,192.0
2016,5,135,Joona Koppanen,Boston Bruins,3,16,1,1,2,U20 SM-SARJA,F,F,2015-2016,2015-2016,2016,2016,0,40.0,9.0,17.0,26.0,0.65,L,27.11567419575633,76.8,192.0
2016,5,137,Jordan Sambrook,Detroit Red Wings,0,0,0,0,0,OHL,D,D,2015-2016,2015-2016,2016,2016,0,67.0,9.0,18.0,27.0,0.4,R,26.99247091033539,74.8,205.0
2016,5,138,Patrick Harper,Nashville Predators,0,0,0,0,0,USHL,F,F,2015-2016,2015-2016,2016,2016,0,9.0,1.0,3.0,4.0,0.44,L,26.694045174537987,68.9,150.0
2016,5,138,Patrick Harper,Nashville Predators,0,0,0,0,0,USHS-PREP,F,F,2015-2016,2015-2016,2016,2016,0,27.0,20.0,39.0,59.0,2.19,L,26.694045174537987,68.9,150.0
2016,5,139,Linus Högberg,Philadelphia Flyers,1,5,0,2,2,SHL,D,D,2015-2016,2015-2016,2016,2016,0,2.0,0.0,0.0,0.0,0.0,L,26.5927446954141,73.2,201.0
2016,5,139,Linus Högberg,Philadelphia Flyers,1,5,0,2,2,J20 NATIONELL,D,D,2015-2016,2015-2016,2016,2016,0,39.0,7.0,18.0,25.0,0.64,L,26.5927446954141,73.2,201.0
2016,5,139,Linus Högberg,Philadelphia Flyers,1,5,0,2,2,J18 REGION,D,D,2015-2016,2015-2016,2016,2016,0,13.0,3.0,9.0,12.0,0.92,L,26.5927446954141,73.2,201.0
2016,5,140,Cole Candella,Vancouver Canucks,0,0,0,0,0,OHL,D,D,2015-2016,2015-2016,2016,2016,0,37.0,4.0,16.0,20.0,0.54,L,27.148528405201915,75.2,194.0
2016,5,141,Tim Gettinger,New York Rangers,4,16,0,1,1,OHL,F,F,2015-2016,2015-2016,2016,2016,0,60.0,17.0,22.0,39.0,0.65,L,26.98425735797399,78.0,216.0
2016,5,143,Mathias From,Chicago Blackhawks,0,0,0,0,0,SHL,F,F,2015-2016,2015-2016,2016,2016,0,16.0,2.0,2.0,4.0,0.25,R,27.310061601642712,74.8,196.0
2016,5,143,Mathias From,Chicago Blackhawks,0,0,0,0,0,J20 NATIONELL,F,F,2015-2016,2015-2016,2016,2016,0,36.0,6.0,15.0,21.0,0.58,R,27.310061601642712,74.8,196.0
2016,5,145,Beck Malenstyn,Washington Capitals,6,176,12,22,34,WHL,F,F,2015-2016,2015-2016,2016,2016,0,70.0,8.0,17.0,25.0,0.36,L,27.173169062286107,75.2,201.0
2016,5,146,Nick Caamano,Dallas Stars,2,36,1,2,3,OHL,F,F,2015-2016,2015-2016,2016,2016,0,64.0,20.0,17.0,37.0,0.58,L,26.584531143052704,75.2,205.0
2016,5,147,Axel Jonsson-Fjällby,Washington Capitals,3,99,10,13,23,J20 NATIONELL,F,F,2015-2016,2015-2016,2016,2016,0,39.0,13.0,16.0,29.0,0.74,L,27.156741957563312,71.7,190.0
2016,5,147,Axel Jonsson-Fjällby,Washington Capitals,3,99,10,13,23,J18 NATIONELL,F,F,2015-2016,2015-2016,2016,2016,0,2.0,0.0,0.0,0.0,0.0,L,27.156741957563312,71.7,190.0
2016,5,147,Axel Jonsson-Fjällby,Washington Capitals,3,99,10,13,23,J18 REGION,F,F,2015-2016,2015-2016,2016,2016,0,4.0,2.0,1.0,3.0,0.75,L,27.156741957563312,71.7,190.0
2016,5,148,Christopher Paquette,Tampa Bay Lightning,0,0,0,0,0,OHL,F,F,2015-2016,2015-2016,2016,2016,0,57.0,5.0,11.0,16.0,0.28,R,27.033538672142367,74.0,209.0
2016,5,149,Graham McPhee,Edmonton Oilers,0,0,0,0,0,USHL,F,F,2015-2016,2015-2016,2016,2016,0,20.0,5.0,0.0,5.0,0.25,L,26.70773442847365,72.0,192.0
2016,5,149,Graham McPhee,Edmonton Oilers,0,0,0,0,0,NTDP,F,F,2015-2016,2015-2016,2016,2016,0,58.0,10.0,8.0,18.0,0.31,L,26.70773442847365,72.0,192.0
2016,5,151,Niclas Almari,Pittsburgh Penguins,0,0,0,0,0,U20 SM-SARJA,D,D,2015-2016,2015-2016,2016,2016,0,39.0,2.0,5.0,7.0,0.18,L,26.910335386721425,73.6,190.0
2016,5,151,Niclas Almari,Pittsburgh Penguins,0,0,0,0,0,U18 SM-SARJA,D,D,2015-2016,2015-2016,2016,2016,0,5.0,2.0,3.0,5.0,1.0,L,26.910335386721425,73.6,190.0
2016,6,153,Aapeli Räsänen,Edmonton Oilers,0,0,0,0,0,U20 SM-SARJA,F,F,2015-2016,2015-2016,2016,2016,0,50.0,19.0,19.0,38.0,0.76,R,26.85284052019165,72.0,207.0
2016,6,153,Aapeli Räsänen,Edmonton Oilers,0,0,0,0,0,U18 SM-SARJA,F,F,2015-2016,2015-2016,2016,2016,0,0.0,0.0,0.0,0.0,0.0,R,26.85284052019165,72.0,207.0
2016,6,156,Eetu Tuulola,Calgary Flames,0,0,0,0,0,LIIGA,F,F,2015-2016,2015-2016,2016,2016,0,10.0,0.0,1.0,1.0,0.1,R,27.06091718001369,74.0,225.0
2016,6,156,Eetu Tuulola,Calgary Flames,0,0,0,0,0,U20 SM-SARJA,F,F,2015-2016,2015-2016,2016,2016,0,29.0,9.0,5.0,14.0,0.48,R,27.06091718001369,74.0,225.0
2016,6,159,Brandon Hagel,Buffalo Sabres,6,369,124,165,289,WHL,F,F,2015-2016,2015-2016,2016,2016,0,72.0,13.0,34.0,47.0,0.65,L,26.61464750171116,73.6,181.0
2016,6,159,Brandon Hagel,Buffalo Sabres,6,369,124,165,289,AJHL,F,F,2015-2016,2015-2016,2016,2016,0,3.0,1.0,2.0,3.0,1.0,L,26.61464750171116,73.6,181.0
2016,6,160,Michael Pezzetta,Montréal Canadiens,4,196,15,23,38,OHL,F,F,2015-2016,2015-2016,2016,2016,0,64.0,10.0,18.0,28.0,0.44,L,27.071868583162217,72.8,216.0
2016,6,161,Nate Clurman,Colorado Avalanche,1,1,0,0,0,USHS-PREP,D,D,2015-2016,2015-2016,2016,2016,0,48.0,9.0,34.0,43.0,0.9,R,26.91854893908282,74.0,205.0
2016,6,162,Jesper Bratt,New Jersey Devils,8,548,150,297,447,HOCKEYALLSVENSKAN,F,F,2015-2016,2015-2016,2016,2016,0,48.0,8.0,9.0,17.0,0.35,L,26.691307323750856,70.5,174.0
2016,6,162,Jesper Bratt,New Jersey Devils,8,548,150,297,447,J20 NATIONELL,F,F,2015-2016,2015-2016,2016,2016,0,2.0,1.0,1.0,2.0,1.0,L,26.691307323750856,70.5,174.0
2016,6,163,Markus Nurmi,Ottawa Senators,0,0,0,0,0,LIIGA,F,F,2015-2016,2015-2016,2016,2016,0,2.0,0.0,0.0,0.0,0.0,R,26.77618069815195,76.8,205.0
2016,6,163,Markus Nurmi,Ottawa Senators,0,0,0,0,0,U20 SM-SARJA,F,F,2015-2016,2015-2016,2016,2016,0,49.0,19.0,17.0,36.0,0.73,R,26.77618069815195,76.8,205.0
2016,6,163,Markus Nurmi,Ottawa Senators,0,0,0,0,0,U18 SM-SARJA,F,F,2015-2016,2015-2016,2016,2016,0,0.0,0.0,0.0,0.0,0.0,R,26.77618069815195,76.8,205.0
2016,6,164,Noah Carroll,Carolina Hurricanes,0,0,0,0,0,OHL,D,D,2015-2016,2015-2016,2016,2016,0,67.0,3.0,11.0,14.0,0.21,L,27.34839151266256,72.8,183.0
2016,6,165,Oskar Steen,Boston Bruins,4,60,4,4,8,SHL,F,F,2015-2016,2015-2016,2016,2016,0,17.0,0.0,6.0,6.0,0.35,R,27.082819986310746,70.1,194.0
2016,6,165,Oskar Steen,Boston Bruins,4,60,4,4,8,J20 NATIONELL,F,F,2015-2016,2015-2016,2016,2016,0,33.0,8.0,24.0,32.0,0.97,R,27.082819986310746,70.1,194.0
2016,6,166,Matthew Phillips,Calgary Flames,3,34,1,4,5,WHL,F,F,2015-2016,2015-2016,2016,2016,0,72.0,37.0,39.0,76.0,1.06,R,27.006160164271048,68.1,161.0
2016,6,170,Collin Adams,New York Islanders,0,0,0,0,0,USHL,F,F,2015-2016,2015-2016,2016,2016,0,59.0,27.0,34.0,61.0,1.03,L,26.95687885010267,68.9,194.0
2016,6,172,Anthony Salinitri,Philadelphia Flyers,0,0,0,0,0,OHL,F,F,2015-2016,2015-2016,2016,2016,0,62.0,17.0,13.0,30.0,0.48,L,27.093771389459278,70.9,181.0
2016,6,176,Jakob Stenqvist,Dallas Stars,0,0,0,0,0,J20 NATIONELL,D,D,2015-2016,2015-2016,2016,2016,0,36.0,3.0,4.0,7.0,0.19,R,27.06091718001369,74.4,179.0
2016,6,176,Jakob Stenqvist,Dallas Stars,0,0,0,0,0,J18 NATIONELL,D,D,2015-2016,2015-2016,2016,2016,0,13.0,6.0,13.0,19.0,1.46,R,27.06091718001369,74.4,179.0
2016,6,176,Jakob Stenqvist,Dallas Stars,0,0,0,0,0,J18 REGION,D,D,2015-2016,2015-2016,2016,2016,0,4.0,4.0,6.0,10.0,2.5,R,27.06091718001369,74.4,179.0
2016,6,178,Oleg Sosunov,Tampa Bay Lightning,0,0,0,0,0,MHL,D,D,2015-2016,2015-2016,2016,2016,0,3.0,0.0,0.0,0.0,0.0,L,26.98699520876112,80.7,236.0
2016,6,179,Nicolas Mattinen,Toronto Maple Leafs,0,0,0,0,0,OHL,D,D,2015-2016,2015-2016,2016,2016,0,39.0,4.0,6.0,10.0,0.26,R,27.093771389459278,77.2,216.0
2016,6,180,Mark Shoemaker,San Jose Sharks,0,0,0,0,0,OHL,D,D,2015-2016,2015-2016,2016,2016,0,67.0,4.0,9.0,13.0,0.19,R,27.526351813826142,74.0,220.0
2016,7,187,Arvid Henrikson,Montréal Canadiens,0,0,0,0,0,HOCKEYALLSVENSKAN,D,D,2015-2016,2015-2016,2016,2016,0,1.0,0.0,0.0,0.0,0.0,R,27.1211498973306,76.8,212.0
2016,7,187,Arvid Henrikson,Montréal Canadiens,0,0,0,0,0,J20 NATIONELL,D,D,2015-2016,2015-2016,2016,2016,0,6.0,0.0,0.0,0.0,0.0,R,27.1211498973306,76.8,212.0
2016,7,187,Arvid Henrikson,Montréal Canadiens,0,0,0,0,0,J18 NATIONELL,D,D,2015-2016,2015-2016,2016,2016,0,15.0,2.0,8.0,10.0,0.67,R,27.1211498973306,76.8,212.0
2016,7,187,Arvid Henrikson,Montréal Canadiens,0,0,0,0,0,J18 REGION,D,D,2015-2016,2015-2016,2016,2016,0,21.0,4.0,16.0,20.0,0.95,R,27.1211498973306,76.8,212.0
2016,7,189,Austin Osmanski,Buffalo Sabres,0,0,0,0,0,OHL,D,D,2015-2016,2015-2016,2016,2016,0,65.0,2.0,8.0,10.0,0.15,L,26.94045174537988,76.0,216.0
2016,7,191,Travis Barron,Colorado Avalanche,0,0,0,0,0,OHL,F,F,2015-2016,2015-2016,2016,2016,0,60.0,13.0,24.0,37.0,0.62,L,26.64202600958248,73.2,205.0
2016,7,193,Nick Pastujov,New York Islanders,0,0,0,0,0,USHL,F,F,2015-2016,2015-2016,2016,2016,0,21.0,3.0,5.0,8.0,0.38,L,27.211498973305957,72.0,203.0
2016,7,193,Nick Pastujov,New York Islanders,0,0,0,0,0,NTDP,F,F,2015-2016,2015-2016,2016,2016,0,60.0,13.0,8.0,21.0,0.35,L,27.211498973305957,72.0,203.0
2016,7,195,Ben Finkelstein,Florida Panthers,0,0,0,0,0,USHS-PREP,D,D,2015-2016,2015-2016,2016,2016,0,35.0,24.0,46.0,70.0,2.0,R,27.51813826146475,68.9,181.0
2016,7,196,Dmitri Sokolov,Minnesota Wild,0,0,0,0,0,OHL,F,F,2015-2016,2015-2016,2016,2016,0,68.0,30.0,22.0,52.0,0.76,L,26.98425735797399,72.0,212.0
2016,7,199,David Bernhardt,Philadelphia Flyers,0,0,0,0,0,J20 NATIONELL,D,D,2015-2016,2015-2016,2016,2016,0,45.0,10.0,28.0,38.0,0.84,L,27.351129363449694,76.0,209.0
2016,7,200,David Quenneville,New York Islanders,0,0,0,0,0,WHL,D,D,2015-2016,2015-2016,2016,2016,0,64.0,14.0,41.0,55.0,0.86,R,27.071868583162217,68.1,190.0
2016,7,201,Ty Ronning,New York Rangers,0,0,0,0,0,WHL,F,F,2015-2016,2015-2016,2016,2016,0,67.0,31.0,28.0,59.0,0.88,R,27.46611909650924,68.9,163.0
2016,7,203,Jake Ryczek,Chicago Blackhawks,0,0,0,0,0,USHL,D,D,2015-2016,2015-2016,2016,2016,0,47.0,7.0,27.0,34.0,0.72,R,27.055441478439427,70.1,181.0
2016,7,204,Braydyn Chizen,Minnesota Wild,0,0,0,0,0,WHL,D,D,2015-2016,2015-2016,2016,2016,0,45.0,1.0,1.0,2.0,0.04,R,26.915811088295687,80.7,209.0
2016,7,206,Otto Somppi,Tampa Bay Lightning,0,0,0,0,0,QMJHL,F,F,2015-2016,2015-2016,2016,2016,0,59.0,13.0,33.0,46.0,0.78,L,27.236139630390145,72.8,196.0
2016,7,210,Joachim Blichfeld,San Jose Sharks,2,8,1,0,1,J20 NATIONELL,F,F,2015-2016,2015-2016,2016,2016,0,45.0,15.0,13.0,28.0,0.62,R,26.72689938398357,73.6,196.0
2016,7,210,Joachim Blichfeld,San Jose Sharks,2,8,1,0,1,J18 NATIONELL,F,F,2015-2016,2015-2016,2016,2016,0,2.0,0.0,0.0,0.0,0.0,R,26.72689938398357,73.6,196.0
2016,7,210,Joachim Blichfeld,San Jose Sharks,2,8,1,0,1,J18 REGION,F,F,2015-2016,2015-2016,2016,2016,0,1.0,0.0,0.0,0.0,0.0,R,26.72689938398357,73.6,196.0
2016,7,211,Filip Helt,St. Louis Blues,0,0,0,0,0,CZECH U20,F,F,2015-2016,2015-2016,2016,2016,0,7.0,0.0,3.0,3.0,0.43,L,26.99794661190965,74.0,209.0
2017,1,1,Nico Hischier,New Jersey Devils,8,523,171,248,419,QMJHL,F,F,2016-2017,2016-2017,2017,2017,0,57.0,38.0,48.0,86.0,1.51,L,26.258726899383984,73.2,174.0
2017,1,2,Nolan Patrick,Philadelphia Flyers,6,222,32,45,77,WHL,F,F,2016-2017,2016-2017,2017,2017,0,33.0,20.0,26.0,46.0,1.39,R,26.55167693360712,74.4,198.0
2017,1,3,Miro Heiskanen,Dallas Stars,7,475,58,225,283,LIIGA,D,D,2016-2017,2016-2017,2017,2017,0,37.0,5.0,5.0,10.0,0.27,L,25.724845995893222,72.8,194.0
2017,1,4,Cale Makar,Colorado Avalanche,7,393,116,311,427,AJHL,D,D,2016-2017,2016-2017,2017,2017,0,54.0,24.0,51.0,75.0,1.39,R,26.439425051334705,70.9,187.0
2017,1,5,Elias Pettersson,Vancouver Canucks,7,471,185,272,457,HOCKEYALLSVENSKAN,F,F,2016-2017,2016-2017,2017,2017,0,43.0,19.0,22.0,41.0,0.95,L,26.403832991101982,74.0,185.0
2017,1,5,Elias Pettersson,Vancouver Canucks,7,471,185,272,457,J20 NATIONELL,F,F,2016-2017,2016-2017,2017,2017,0,0.0,0.0,0.0,0.0,0.0,L,26.403832991101982,74.0,185.0
2017,1,6,Cody Glass,Vegas Golden Knights,6,247,35,57,92,WHL,F,F,2016-2017,2016-2017,2017,2017,0,69.0,32.0,62.0,94.0,1.36,R,26.02053388090349,75.2,201.0
2017,1,7,Lias Andersson,New York Rangers,6,110,7,10,17,SHL,F,F,2016-2017,2016-2017,2017,2017,0,42.0,9.0,10.0,19.0,0.45,L,26.48596851471595,71.3,185.0
2017,1,7,Lias Andersson,New York Rangers,6,110,7,10,17,J20 NATIONELL,F,F,2016-2017,2016-2017,2017,2017,0,3.0,2.0,0.0,2.0,0.67,L,26.48596851471595,71.3,185.0
2017,1,8,Casey Mittelstadt,Buffalo Sabres,8,433,79,155,234,USHL,F,F,2016-2017,2016-2017,2017,2017,0,24.0,13.0,17.0,30.0,1.25,L,26.376454483230663,72.8,196.0
2017,1,8,Casey Mittelstadt,Buffalo Sabres,8,433,79,155,234,USHS-MN,F,F,2016-2017,2016-2017,2017,2017,0,25.0,21.0,43.0,64.0,2.56,L,26.376454483230663,72.8,196.0
2017,1,9,Michael Rasmussen,Detroit Red Wings,6,383,60,78,138,WHL,F,F,2016-2017,2016-2017,2017,2017,0,50.0,32.0,23.0,55.0,1.1,L,25.976728268309376,77.6,220.0
2017,1,10,Owen Tippett,Florida Panthers,6,342,92,89,181,OHL,F,F,2016-2017,2016-2017,2017,2017,0,60.0,44.0,31.0,75.0,1.25,R,26.140999315537304,72.8,209.0
2017,1,11,Gabriel Vilardi,Los Angeles Kings,6,270,90,85,175,OHL,F,F,2016-2017,2016-2017,2017,2017,0,49.0,29.0,32.0,61.0,1.24,R,25.645448323066397,75.2,216.0
2017,1,12,Martin Nečas,Carolina Hurricanes,8,438,124,200,324,CZECHIA,F,F,2016-2017,2016-2017,2017,2017,0,41.0,7.0,8.0,15.0,0.37,R,26.22861054072553,74.0,198.0
2017,1,12,Martin Nečas,Carolina Hurricanes,8,438,124,200,324,CZECHIA2,F,F,2016-2017,2016-2017,2017,2017,0,0.0,0.0,0.0,0.0,0.0,R,26.22861054072553,74.0,198.0
2017,1,13,Nick Suzuki,Vegas Golden Knights,6,449,135,234,369,OHL,F,F,2016-2017,2016-2017,2017,2017,0,65.0,45.0,51.0,96.0,1.48,R,25.661875427789184,70.9,207.0
2017,1,14,Cal Foote,Tampa Bay Lightning,4,145,5,15,20,WHL,D,D,2016-2017,2016-2017,2017,2017,0,71.0,6.0,51.0,57.0,0.8,R,26.31895961670089,76.0,225.0
2017,1,15,Erik Brännström,Vegas Golden Knights,7,294,10,67,77,SHL,D,D,2016-2017,2016-2017,2017,2017,0,35.0,1.0,5.0,6.0,0.17,L,25.598904859685145,70.5,185.0
2017,1,15,Erik Brännström,Vegas Golden Knights,7,294,10,67,77,J20 NATIONELL,D,D,2016-2017,2016-2017,2017,2017,0,19.0,9.0,14.0,23.0,1.21,L,25.598904859685145,70.5,185.0
2017,1,16,Juuso Välimäki,Calgary Flames,7,271,11,61,72,WHL,D,D,2016-2017,2016-2017,2017,2017,0,60.0,19.0,42.0,61.0,1.02,L,26.50513347022587,74.8,220.0
2017,1,17,Timothy Liljegren,Toronto Maple Leafs,6,258,20,59,79,SHL,D,D,2016-2017,2016-2017,2017,2017,0,19.0,1.0,4.0,5.0,0.26,R,25.94113620807666,72.8,201.0
2017,1,17,Timothy Liljegren,Toronto Maple Leafs,6,258,20,59,79,HOCKEYALLSVENSKAN,D,D,2016-2017,2016-2017,2017,2017,0,5.0,0.0,1.0,1.0,0.2,R,25.94113620807666,72.8,201.0
2017,1,17,Timothy Liljegren,Toronto Maple Leafs,6,258,20,59,79,J20 NATIONELL,D,D,2016-2017,2016-2017,2017,2017,0,12.0,5.0,2.0,7.0,0.58,R,25.94113620807666,72.8,201.0
2017,1,17,Timothy Liljegren,Toronto Maple Leafs,6,258,20,59,79,J18 NATIONELL,D,D,2016-2017,2016-2017,2017,2017,0,0.0,0.0,0.0,0.0,0.0,R,25.94113620807666,72.8,201.0
